"Date","Price","Open","High","Low","Vol.","Change %"
"09/29/2010","2,009.38","2,014.76","2,016.30","2,009.38","","-0.40%"
"09/28/2010","2,017.38","2,012.91","2,017.38","2,012.03","","-0.33%"
"09/27/2010","2,023.96","2,026.24","2,027.72","2,023.85","","0.96%"
"09/24/2010","2,004.74","1,989.33","2,004.74","1,989.18","","1.74%"
"09/23/2010","1,970.52","1,978.35","1,979.32","1,970.52","","-0.60%"
"09/22/2010","1,982.45","1,982.50","1,982.62","1,980.41","","-0.41%"
"09/21/2010","1,990.69","1,989.16","1,994.04","1,988.34","","1.46%"
"09/20/2010","1,961.99","1,958.39","1,961.99","1,958.05","","0.09%"
"09/17/2010","1,960.15","1,955.24","1,960.15","1,954.82","","1.19%"
"09/16/2010","1,937.04","1,939.73","1,940.39","1,937.04","","0.51%"
"09/15/2010","1,927.12","1,928.59","1,928.80","1,926.67","","0.49%"
"09/14/2010","1,917.77","1,921.48","1,923.66","1,917.77","","0.51%"
"09/13/2010","1,908.06","1,902.57","1,908.06","1,902.36","","1.21%"
"09/10/2010","1,885.16","1,887.51","1,887.96","1,885.16","","-0.66%"
"09/09/2010","1,897.70","1,882.62","1,897.70","1,882.26","","1.81%"
"09/08/2010","1,863.94","1,862.46","1,863.94","1,861.58","","-0.04%"
"09/07/2010","1,864.74","1,870.33","1,870.36","1,864.74","","0.27%"
"09/03/2010","1,859.80","1,827.44","1,859.80","1,827.44","","1.94%"
"09/02/2010","1,824.46","1,821.29","1,825.36","1,821.06","","2.04%"
"09/01/2010","1,787.94","1,775.43","1,787.94","1,775.43","","1.31%"
"08/31/2010","1,764.83","1,769.26","1,770.28","1,764.83","","-1.32%"
"08/30/2010","1,788.47","1,791.94","1,793.24","1,788.47","","0.62%"
"08/27/2010","1,777.51","1,770.55","1,777.51","1,770.26","","-1.14%"
"08/26/2010","1,797.97","1,790.44","1,797.97","1,790.35","","1.92%"
"08/25/2010","1,764.13","1,773.02","1,773.46","1,764.13","","-1.57%"
"08/24/2010","1,792.22","1,798.85","1,798.85","1,791.42","","-2.29%"
"08/23/2010","1,834.23","1,830.57","1,834.23","1,830.54","","0.73%"
"08/20/2010","1,820.97","1,821.65","1,821.65","1,819.40","","-1.32%"
"08/19/2010","1,845.32","1,851.52","1,854.56","1,845.32","","0.03%"
"08/18/2010","1,844.74","1,846.59","1,849.09","1,844.74","","0.65%"
"08/17/2010","1,832.91","1,826.39","1,832.91","1,826.22","","1.27%"
"08/16/2010","1,809.92","1,815.81","1,816.85","1,809.92","","-0.93%"
"08/13/2010","1,827.00","1,831.14","1,833.28","1,827.00","","0.79%"
"08/12/2010","1,812.75","1,837.18","1,837.24","1,812.75","","-3.18%"
"08/11/2010","1,872.31","1,886.42","1,886.42","1,872.31","","-1.54%"
"08/10/2010","1,901.56","1,908.92","1,908.92","1,901.56","","-0.42%"
"08/09/2010","1,909.56","1,906.69","1,909.56","1,906.69","","0.98%"
"08/06/2010","1,891.02","1,902.61","1,903.33","1,891.02","","-0.61%"
"08/05/2010","1,902.66","1,911.52","1,911.83","1,902.66","","0.23%"
"08/04/2010","1,898.36","1,893.00","1,898.40","1,893.00","","0.04%"
"08/03/2010","1,897.61","1,900.84","1,901.37","1,897.49","","0.83%"
"08/02/2010","1,882.08","1,870.36","1,882.08","1,870.36","","1.99%"
"07/30/2010","1,845.27","1,856.20","1,856.30","1,845.27","","-1.86%"
"07/29/2010","1,880.27","1,876.19","1,880.27","1,875.61","","-0.43%"
"07/28/2010","1,888.32","1,892.60","1,892.82","1,887.90","","-0.42%"
"07/27/2010","1,896.22","1,893.24","1,898.56","1,893.24","","1.08%"
"07/26/2010","1,875.98","1,876.36","1,880.28","1,875.43","","1.25%"
"07/23/2010","1,852.86","1,859.55","1,859.71","1,852.86","","0.91%"
"07/22/2010","1,836.15","1,830.53","1,836.15","1,829.39","","-1.27%"
"07/21/2010","1,859.85","1,854.44","1,865.12","1,854.30","","3.44%"
"07/20/2010","1,798.04","1,808.10","1,808.10","1,798.04","","-0.51%"
"07/19/2010","1,807.32","1,807.18","1,808.54","1,806.58","","-2.47%"
"07/16/2010","1,853.10","1,852.28","1,853.34","1,848.75","","0.41%"
"07/15/2010","1,845.58","1,851.44","1,852.90","1,845.58","","-0.16%"
"07/14/2010","1,848.48","1,850.82","1,850.82","1,843.72","","1.00%"
"07/13/2010","1,830.19","1,827.00","1,830.20","1,827.00","","0.77%"
"07/12/2010","1,816.12","1,816.40","1,818.76","1,816.12","","1.01%"
"07/09/2010","1,797.95","1,797.12","1,798.85","1,796.13","","-0.29%"
"07/08/2010","1,803.16","1,792.14","1,803.49","1,791.88","","3.63%"
"07/07/2010","1,739.99","1,734.95","1,740.40","1,734.11","","-0.45%"
"07/06/2010","1,747.87","1,735.83","1,747.87","1,735.81","","0.48%"
"07/02/2010","1,739.53","1,735.52","1,739.62","1,733.80","","-0.27%"
"07/01/2010","1,744.28","1,741.40","1,744.95","1,738.26","","-1.02%"
"06/30/2010","1,762.19","1,767.33","1,767.33","1,762.19","","-2.85%"
"06/29/2010","1,813.88","1,822.76","1,822.94","1,813.88","","-1.54%"
"06/28/2010","1,842.22","1,841.16","1,842.65","1,840.64","","-0.38%"
"06/25/2010","1,849.27","1,848.77","1,849.30","1,846.33","","-1.05%"
"06/24/2010","1,868.93","1,868.34","1,874.19","1,866.43","","-0.74%"
"06/23/2010","1,882.93","1,886.49","1,887.55","1,882.93","","-0.96%"
"06/22/2010","1,901.20","1,898.36","1,901.20","1,897.67","","-1.51%"
"06/21/2010","1,930.38","1,928.43","1,931.53","1,927.39","","0.92%"
"06/18/2010","1,912.73","1,912.61","1,912.73","1,911.13","","-0.05%"
"06/17/2010","1,913.77","1,912.21","1,913.77","1,908.18","","1.15%"
"06/16/2010","1,892.09","1,890.44","1,894.52","1,889.07","","2.05%"
"06/15/2010","1,854.14","1,851.56","1,854.14","1,851.52","","-0.51%"
"06/14/2010","1,863.69","1,855.10","1,863.69","1,854.82","","2.62%"
"06/11/2010","1,816.13","1,828.17","1,830.34","1,816.13","","1.12%"
"06/10/2010","1,795.95","1,787.77","1,795.95","1,786.28","","-0.46%"
"06/09/2010","1,804.31","1,801.16","1,805.16","1,801.16","","0.12%"
"06/08/2010","1,802.23","1,803.45","1,805.47","1,802.23","","-2.05%"
"06/07/2010","1,839.96","1,837.77","1,843.05","1,837.67","","-1.49%"
"06/04/2010","1,867.79","1,890.47","1,890.47","1,865.62","","-0.85%"
"06/03/2010","1,883.85","1,883.26","1,885.50","1,882.35","","1.97%"
"06/02/2010","1,847.51","1,845.37","1,847.51","1,844.88","","0.02%"
"06/01/2010","1,847.11","1,849.12","1,849.35","1,846.63","","-1.27%"
"05/28/2010","1,870.82","1,873.72","1,874.42","1,870.82","","2.23%"
"05/27/2010","1,830.04","1,821.68","1,830.04","1,820.77","","0.14%"
"05/26/2010","1,827.44","1,831.86","1,834.00","1,827.44","","2.93%"
"05/25/2010","1,775.50","1,792.33","1,792.98","1,775.50","","-2.65%"
"05/24/2010","1,823.80","1,825.04","1,831.01","1,822.69","","3.01%"
"05/21/2010","1,770.50","1,788.69","1,791.61","1,770.50","","-3.73%"
"05/20/2010","1,839.07","1,856.16","1,856.16","1,839.07","","-2.07%"
"05/19/2010","1,878.02","1,878.82","1,881.94","1,877.25","","-2.38%"
"05/18/2010","1,923.79","1,921.31","1,925.63","1,920.82","","0.76%"
"05/17/2010","1,909.24","1,908.88","1,909.25","1,905.27","","-1.19%"
"05/14/2010","1,932.31","1,936.99","1,936.99","1,931.91","","-2.21%"
"05/13/2010","1,975.94","1,977.89","1,979.56","1,973.85","","1.29%"
"05/12/2010","1,950.85","1,946.19","1,952.85","1,946.16","","1.21%"
"05/11/2010","1,927.57","1,932.34","1,932.34","1,925.56","","0.36%"
"05/10/2010","1,920.72","1,904.13","1,920.72","1,904.13","","1.87%"
"05/07/2010","1,885.52","1,892.97","1,898.65","1,885.52","","-3.24%"
"05/06/2010","1,948.67","1,957.66","1,957.66","1,948.67","","0.08%"
"05/05/2010","1,947.11","1,962.11","1,962.11","1,945.39","","-3.24%"
"05/04/2010","2,012.29","2,022.43","2,022.47","2,012.29","","0.18%"
"05/03/2010","2,008.59","2,007.58","2,010.19","2,007.53","","-1.77%"
"04/30/2010","2,044.77","2,045.63","2,046.92","2,042.55","","1.30%"
"04/29/2010","2,018.47","2,017.36","2,020.20","2,017.36","","0.22%"
"04/28/2010","2,014.09","2,010.15","2,016.78","2,010.04","","-1.31%"
"04/27/2010","2,040.81","2,044.28","2,044.60","2,040.81","","-0.78%"
"04/26/2010","2,056.78","2,056.83","2,058.48","2,056.62","","0.65%"
"04/23/2010","2,043.53","2,043.29","2,045.36","2,043.20","","1.25%"
"04/22/2010","2,018.26","2,023.58","2,023.58","2,018.26","","-0.97%"
"04/21/2010","2,038.08","2,042.40","2,045.05","2,038.08","","0.81%"
"04/20/2010","2,021.68","2,016.70","2,021.68","2,016.66","","0.64%"
"04/19/2010","2,008.91","2,007.81","2,009.23","2,006.08","","-0.96%"
"04/16/2010","2,028.47","2,033.22","2,033.35","2,027.65","","-0.08%"
"04/15/2010","2,030.01","2,030.75","2,031.54","2,029.65","","0.72%"
"04/14/2010","2,015.40","2,015.85","2,020.03","2,015.40","","1.12%"
"04/13/2010","1,993.17","1,995.58","1,995.61","1,993.17","","-0.12%"
"04/12/2010","1,995.53","1,996.04","1,996.34","1,995.28","","0.65%"
"04/09/2010","1,982.61","1,983.12","1,984.15","1,982.61","","0.40%"
"04/08/2010","1,974.79","1,975.71","1,975.71","1,973.63","","-0.26%"
"04/07/2010","1,979.91","1,981.17","1,981.76","1,979.91","","0.39%"
"04/06/2010","1,972.20","1,976.95","1,976.95","1,972.20","","0.45%"
"04/05/2010","1,963.28","1,964.56","1,965.15","1,959.18","","-0.08%"
"04/01/2010","1,964.87","1,960.00","1,964.87","1,960.00","","0.07%"
"03/31/2010","1,963.40","1,968.20","1,968.20","1,962.73","","-0.27%"
"03/30/2010","1,968.72","1,968.73","1,969.92","1,966.81","","0.38%"
"03/29/2010","1,961.26","1,960.85","1,962.38","1,960.65","","0.32%"
"03/26/2010","1,954.95","1,956.14","1,957.41","1,954.95","","-0.53%"
"03/25/2010","1,965.30","1,956.40","1,965.42","1,956.40","","0.37%"
"03/24/2010","1,958.10","1,962.21","1,962.78","1,958.10","","0.27%"
"03/23/2010","1,952.90","1,952.33","1,955.07","1,951.70","","1.52%"
"03/22/2010","1,923.57","1,923.86","1,924.41","1,922.03","","-1.54%"
"03/19/2010","1,953.75","1,941.53","1,953.75","1,941.14","","0.79%"
"03/18/2010","1,938.40","1,938.47","1,939.90","1,937.54","","0.12%"
"03/17/2010","1,936.09","1,934.44","1,936.70","1,934.38","","0.62%"
"03/16/2010","1,924.08","1,921.51","1,924.08","1,921.32","","0.24%"
"03/15/2010","1,919.54","1,920.47","1,920.47","1,917.81","","-0.61%"
"03/12/2010","1,931.37","1,927.05","1,931.99","1,927.05","","0.95%"
"03/11/2010","1,913.24","1,916.37","1,917.25","1,913.24","","0.58%"
"03/10/2010","1,902.30","1,902.43","1,904.61","1,902.30","","0.79%"
"03/09/2010","1,887.46","1,888.48","1,888.58","1,887.20","","-0.20%"
"03/08/2010","1,891.18","1,892.29","1,893.66","1,891.18","","1.15%"
"03/05/2010","1,869.64","1,864.22","1,871.52","1,863.82","","0.89%"
"03/04/2010","1,853.20","1,852.67","1,855.09","1,852.67","","-0.05%"
"03/03/2010","1,854.19","1,850.50","1,854.19","1,850.50","","0.09%"
"03/02/2010","1,852.44","1,851.22","1,854.02","1,850.93","","1.46%"
"03/01/2010","1,825.75","1,820.87","1,825.75","1,820.87","","0.67%"
"02/26/2010","1,813.60","1,813.47","1,814.73","1,812.83","","1.07%"
"02/25/2010","1,794.33","1,811.22","1,811.52","1,794.33","","-0.33%"
"02/24/2010","1,800.22","1,795.98","1,800.22","1,795.60","","-0.83%"
"02/23/2010","1,815.28","1,816.40","1,816.40","1,814.20","","-0.69%"
"02/22/2010","1,827.93","1,826.46","1,828.39","1,825.89","","0.66%"
"02/19/2010","1,815.97","1,815.23","1,818.85","1,815.08","","0.40%"
"02/18/2010","1,808.72","1,809.57","1,809.75","1,804.16","","0.11%"
"02/17/2010","1,806.78","1,805.89","1,807.82","1,805.79","","0.92%"
"02/16/2010","1,790.27","1,786.18","1,790.27","1,785.95","","1.56%"
"02/12/2010","1,762.78","1,772.56","1,772.67","1,762.44","","0.86%"
"02/11/2010","1,747.75","1,751.97","1,753.74","1,747.75","","-0.40%"
"02/10/2010","1,754.74","1,757.64","1,757.76","1,754.74","","0.27%"
"02/09/2010","1,750.10","1,743.65","1,750.10","1,743.20","","0.11%"
"02/08/2010","1,748.16","1,747.31","1,748.21","1,746.56","","0.64%"
"02/05/2010","1,737.10","1,728.92","1,739.31","1,728.16","","-2.14%"
"02/04/2010","1,775.14","1,782.88","1,783.26","1,775.14","","0.16%"
"02/03/2010","1,772.30","1,775.02","1,775.65","1,772.18","","0.45%"
"02/02/2010","1,764.41","1,763.75","1,764.99","1,762.37","","0.99%"
"02/01/2010","1,747.13","1,745.11","1,747.13","1,743.24","","-2.10%"
"01/29/2010","1,784.68","1,777.56","1,785.82","1,777.42","","-1.20%"
"01/28/2010","1,806.33","1,809.97","1,811.86","1,806.22","","0.23%"
"01/27/2010","1,802.27","1,809.97","1,809.97","1,800.65","","0.04%"
"01/26/2010","1,801.62","1,810.63","1,811.38","1,801.62","","-0.31%"
"01/25/2010","1,807.21","1,805.22","1,808.50","1,805.02","","-1.98%"
"01/22/2010","1,843.76","1,843.99","1,846.50","1,843.40","","-1.68%"
"01/21/2010","1,875.30","1,872.93","1,875.30","1,871.27","","-0.46%"
"01/20/2010","1,883.96","1,891.61","1,893.06","1,883.80","","0.82%"
"01/19/2010","1,868.64","1,863.61","1,868.64","1,863.61","","-1.33%"
"01/15/2010","1,893.86","1,885.72","1,893.86","1,885.20","","0.67%"
"01/14/2010","1,881.18","1,887.81","1,888.30","1,881.18","","0.78%"
"01/13/2010","1,866.66","1,865.09","1,866.66","1,864.02","","-0.61%"
"01/12/2010","1,878.17","1,880.59","1,880.74","1,875.48","","-1.00%"
"01/11/2010","1,897.09","1,899.87","1,901.00","1,897.09","","1.33%"
"01/08/2010","1,872.28","1,877.63","1,878.59","1,871.22","","-0.39%"
"01/07/2010","1,879.68","1,879.93","1,883.89","1,879.54","","-0.44%"
"01/06/2010","1,887.99","1,888.72","1,892.22","1,887.99","","-0.05%"
"01/05/2010","1,888.85","1,891.91","1,891.91","1,888.31","","0.40%"
"01/04/2010","1,881.31","1,868.41","1,882.13","1,868.22","","-0.06%"
"12/31/2009","1,882.53","1,880.73","1,883.02","1,880.73","","0.80%"
"12/30/2009","1,867.60","1,871.33","1,871.33","1,867.60","","-0.77%"
"12/29/2009","1,882.04","1,881.08","1,882.11","1,880.34","","0.35%"
"12/28/2009","1,875.56","1,873.59","1,876.64","1,873.59","","1.07%"
"12/24/2009","1,855.71","1,854.61","1,856.53","1,854.61","","0.75%"
"12/23/2009","1,841.89","1,841.34","1,841.89","1,840.89","","0.62%"
"12/22/2009","1,830.57","1,829.81","1,830.89","1,829.17","","0.87%"
"12/21/2009","1,814.83","1,812.43","1,814.83","1,811.51","","1.19%"
"12/18/2009","1,793.50","1,789.28","1,794.08","1,789.28","","-0.09%"
"12/17/2009","1,795.18","1,796.13","1,796.97","1,794.20","","-0.50%"
"12/16/2009","1,804.20","1,802.47","1,804.38","1,802.46","","0.11%"
"12/15/2009","1,802.24","1,805.03","1,805.22","1,802.24","","0.18%"
"12/14/2009","1,799.06","1,796.47","1,799.06","1,796.47","","-0.37%"
"12/11/2009","1,805.74","1,801.61","1,805.74","1,801.61","","0.48%"
"12/10/2009","1,797.09","1,793.83","1,797.09","1,793.70","","1.28%"
"12/09/2009","1,774.39","1,777.95","1,779.21","1,774.39","","-0.07%"
"12/08/2009","1,775.55","1,778.93","1,779.17","1,775.55","","-0.92%"
"12/07/2009","1,792.04","1,793.43","1,793.83","1,791.68","","-0.57%"
"12/04/2009","1,802.39","1,783.06","1,802.47","1,783.03","","0.35%"
"12/03/2009","1,796.06","1,795.66","1,796.81","1,795.16","","0.28%"
"12/02/2009","1,791.13","1,791.09","1,791.57","1,790.47","","0.72%"
"12/01/2009","1,778.41","1,773.53","1,778.56","1,773.50","","0.79%"
"11/30/2009","1,764.40","1,768.04","1,769.99","1,764.38","","0.80%"
"11/27/2009","1,750.38","1,769.69","1,770.18","1,750.38","","-2.41%"
"11/25/2009","1,793.66","1,787.95","1,793.66","1,787.95","","-0.01%"
"11/24/2009","1,793.77","1,792.57","1,794.40","1,791.45","","0.75%"
"11/23/2009","1,780.40","1,774.19","1,780.40","1,774.01","","1.12%"
"11/20/2009","1,760.68","1,766.35","1,767.49","1,760.68","","-1.67%"
"11/19/2009","1,790.58","1,794.74","1,796.23","1,790.58","","-0.93%"
"11/18/2009","1,807.38","1,811.94","1,812.48","1,807.38","","0.17%"
"11/17/2009","1,804.25","1,806.28","1,806.55","1,804.25","","0.44%"
"11/16/2009","1,796.32","1,795.63","1,798.29","1,795.42","","1.03%"
"11/13/2009","1,777.96","1,775.42","1,778.38","1,775.26","","-0.26%"
"11/12/2009","1,782.51","1,781.48","1,782.51","1,778.71","","0.03%"
"11/11/2009","1,781.97","1,780.67","1,781.97","1,779.68","","0.89%"
"11/10/2009","1,766.24","1,768.43","1,768.80","1,766.24","","1.29%"
"11/09/2009","1,743.82","1,742.18","1,745.71","1,742.18","","1.68%"
"11/06/2009","1,715.05","1,725.17","1,726.01","1,711.22","","1.07%"
"11/05/2009","1,696.92","1,688.90","1,696.92","1,688.90","","0.45%"
"11/04/2009","1,689.26","1,686.31","1,690.24","1,685.81","","1.45%"
"11/03/2009","1,665.16","1,666.87","1,669.06","1,665.07","","-0.18%"
"11/02/2009","1,668.16","1,670.16","1,671.62","1,667.64","","-2.48%"
"10/30/2009","1,710.67","1,713.19","1,714.91","1,710.67","","0.84%"
"10/29/2009","1,696.39","1,684.14","1,698.24","1,683.32","","-0.97%"
"10/28/2009","1,713.06","1,718.40","1,720.24","1,708.11","","-1.90%"
"10/27/2009","1,746.23","1,744.90","1,746.24","1,743.53","","-0.51%"
"10/26/2009","1,755.15","1,756.31","1,758.31","1,755.15","","-1.17%"
"10/23/2009","1,776.01","1,767.49","1,785.25","1,767.49","","1.52%"
"10/22/2009","1,749.37","1,755.68","1,756.73","1,749.37","","-0.27%"
"10/21/2009","1,754.03","1,754.09","1,755.15","1,752.44","","-0.98%"
"10/20/2009","1,771.43","1,776.70","1,779.02","1,771.43","","1.62%"
"10/19/2009","1,743.19","1,739.35","1,743.45","1,737.85","","-0.38%"
"10/16/2009","1,749.83","1,751.24","1,751.48","1,748.12","","0.14%"
"10/15/2009","1,747.44","1,750.91","1,751.23","1,747.44","","-0.09%"
"10/14/2009","1,748.97","1,744.20","1,748.99","1,744.20","","1.12%"
"10/13/2009","1,729.59","1,732.08","1,732.45","1,729.44","","-0.31%"
"10/12/2009","1,734.96","1,733.22","1,736.61","1,732.32","","1.06%"
"10/09/2009","1,716.81","1,718.02","1,718.99","1,716.23","","-0.22%"
"10/08/2009","1,720.61","1,715.15","1,720.61","1,715.02","","1.00%"
"10/07/2009","1,703.63","1,704.85","1,705.86","1,703.63","","1.09%"
"10/06/2009","1,685.19","1,683.62","1,686.41","1,683.61","","0.74%"
"10/05/2009","1,672.76","1,672.24","1,673.50","1,671.40","","0.92%"
"10/02/2009","1,657.53","1,669.01","1,669.53","1,654.12","","-3.13%"
"10/01/2009","1,711.17","1,715.15","1,716.18","1,711.17","","-0.70%"
"09/30/2009","1,723.22","1,721.22","1,724.08","1,720.96","","-0.23%"
"09/29/2009","1,727.12","1,725.85","1,727.45","1,725.76","","1.45%"
"09/28/2009","1,702.47","1,698.08","1,702.47","1,697.76","","0.46%"
"09/25/2009","1,694.61","1,698.99","1,699.09","1,694.56","","-2.03%"
"09/24/2009","1,729.79","1,728.84","1,733.53","1,728.70","","-0.60%"
"09/23/2009","1,740.18","1,738.83","1,741.42","1,738.72","","0.04%"
"09/22/2009","1,739.43","1,737.76","1,740.94","1,737.61","","1.16%"
"09/21/2009","1,719.44","1,720.53","1,721.71","1,718.63","","-0.65%"
"09/18/2009","1,730.67","1,723.11","1,730.67","1,723.07","","0.52%"
"09/17/2009","1,721.70","1,724.11","1,725.20","1,721.70","","0.82%"
"09/16/2009","1,707.78","1,706.43","1,707.78","1,705.77","","0.77%"
"09/15/2009","1,694.76","1,696.30","1,699.51","1,693.91","","1.09%"
"09/14/2009","1,676.52","1,679.57","1,680.18","1,676.52","","-0.78%"
"09/11/2009","1,689.72","1,688.72","1,690.17","1,688.01","","1.10%"
"09/10/2009","1,671.40","1,670.47","1,672.69","1,670.31","","0.98%"
"09/09/2009","1,655.15","1,655.29","1,656.39","1,654.80","","0.28%"
"09/08/2009","1,650.48","1,647.26","1,651.28","1,647.26","","2.63%"
"09/04/2009","1,608.11","1,607.57","1,609.24","1,606.19","","0.49%"
"09/03/2009","1,600.20","1,601.06","1,602.79","1,600.20","","0.61%"
"09/02/2009","1,590.54","1,594.81","1,594.81","1,590.37","","-1.88%"
"09/01/2009","1,620.98","1,624.54","1,625.73","1,620.98","","-0.72%"
"08/31/2009","1,632.76","1,636.18","1,636.33","1,632.76","","-1.43%"
"08/28/2009","1,656.48","1,647.55","1,657.97","1,647.54","","1.18%"
"08/27/2009","1,637.12","1,638.93","1,640.41","1,637.12","","-0.08%"
"08/26/2009","1,638.49","1,639.16","1,641.07","1,638.49","","0.01%"
"08/25/2009","1,638.31","1,637.79","1,639.93","1,637.57","","-0.20%"
"08/24/2009","1,641.67","1,640.83","1,644.80","1,640.75","","0.75%"
"08/21/2009","1,629.44","1,617.94","1,629.44","1,617.21","","1.97%"
"08/20/2009","1,597.96","1,599.82","1,600.29","1,597.15","","1.57%"
"08/19/2009","1,573.24","1,579.37","1,579.37","1,573.24","","0.03%"
"08/18/2009","1,572.71","1,571.86","1,573.75","1,571.72","","-0.83%"
"08/17/2009","1,585.88","1,595.29","1,595.29","1,585.88","","-2.50%"
"08/14/2009","1,626.58","1,629.15","1,629.70","1,626.38","","0.00%"
"08/13/2009","1,626.59","1,628.62","1,629.83","1,626.59","","2.01%"
"08/12/2009","1,594.59","1,595.49","1,596.65","1,594.03","","-0.56%"
"08/11/2009","1,603.59","1,609.54","1,609.73","1,603.33","","-0.64%"
"08/10/2009","1,613.90","1,619.08","1,619.59","1,613.90","","-0.28%"
"08/07/2009","1,618.49","1,600.37","1,619.18","1,599.96","","-0.01%"
"08/06/2009","1,618.64","1,615.87","1,619.76","1,615.56","","-0.78%"
"08/05/2009","1,631.30","1,633.30","1,633.30","1,631.30","","0.63%"
"08/04/2009","1,621.06","1,623.21","1,623.42","1,621.06","","0.33%"
"08/03/2009","1,615.71","1,612.17","1,617.61","1,612.17","","0.49%"
"07/31/2009","1,607.78","1,609.83","1,611.52","1,605.83","","-0.45%"
"07/30/2009","1,614.99","1,602.59","1,614.99","1,602.59","","1.03%"
"07/29/2009","1,598.54","1,603.37","1,603.45","1,598.41","","0.32%"
"07/28/2009","1,593.38","1,596.13","1,596.13","1,592.70","","-0.32%"
"07/27/2009","1,598.42","1,601.26","1,601.68","1,598.00","","1.01%"
"07/24/2009","1,582.51","1,589.01","1,589.01","1,582.51","","1.00%"
"07/23/2009","1,566.90","1,567.11","1,569.15","1,566.90","","0.63%"
"07/22/2009","1,557.09","1,558.51","1,558.66","1,555.11","","0.51%"
"07/21/2009","1,549.26","1,545.70","1,549.26","1,545.67","","1.00%"
"07/20/2009","1,533.85","1,534.57","1,536.18","1,533.64","","0.73%"
"07/17/2009","1,522.71","1,515.85","1,522.71","1,514.77","","1.64%"
"07/16/2009","1,498.12","1,497.40","1,499.41","1,496.00","","1.68%"
"07/15/2009","1,473.31","1,465.07","1,473.31","1,465.07","","1.90%"
"07/14/2009","1,445.84","1,448.66","1,448.66","1,445.79","","1.58%"
"07/13/2009","1,423.40","1,421.64","1,425.55","1,421.64","","0.87%"
"07/10/2009","1,411.08","1,411.86","1,412.47","1,409.83","","-0.53%"
"07/09/2009","1,418.62","1,415.70","1,420.35","1,415.45","","0.54%"
"07/08/2009","1,410.96","1,410.83","1,411.40","1,409.72","","-2.16%"
"07/07/2009","1,442.12","1,443.36","1,444.48","1,441.76","","0.35%"
"07/06/2009","1,437.02","1,440.65","1,440.65","1,437.02","","-2.07%"
"07/02/2009","1,467.41","1,478.16","1,478.54","1,467.41","","-1.26%"
"07/01/2009","1,486.15","1,480.98","1,486.15","1,479.46","","-0.08%"
"06/30/2009","1,487.33","1,485.57","1,487.84","1,485.12","","0.26%"
"06/29/2009","1,483.53","1,483.84","1,485.56","1,482.93","","0.99%"
"06/26/2009","1,468.97","1,475.47","1,476.01","1,468.97","","1.88%"
"06/25/2009","1,441.83","1,448.44","1,448.51","1,441.83","","0.39%"
"06/24/2009","1,436.16","1,429.57","1,437.42","1,429.24","","0.52%"
"06/23/2009","1,428.79","1,428.24","1,428.84","1,426.90","","-2.01%"
"06/22/2009","1,458.15","1,464.44","1,466.78","1,458.15","","-0.68%"
"06/19/2009","1,468.06","1,459.49","1,468.06","1,459.24","","0.75%"
"06/18/2009","1,457.20","1,456.25","1,458.54","1,455.36","","0.60%"
"06/17/2009","1,448.52","1,445.92","1,448.52","1,445.27","","-0.85%"
"06/16/2009","1,460.88","1,459.85","1,460.88","1,458.23","","-1.07%"
"06/15/2009","1,476.62","1,480.45","1,482.55","1,476.62","","-0.89%"
"06/12/2009","1,489.93","1,495.41","1,495.41","1,489.93","","-0.15%"
"06/11/2009","1,492.15","1,496.15","1,496.95","1,492.15","","-0.99%"
"06/10/2009","1,507.08","1,508.39","1,508.95","1,506.44","","0.80%"
"06/09/2009","1,495.16","1,491.64","1,495.26","1,491.64","","0.73%"
"06/08/2009","1,484.38","1,487.15","1,487.15","1,483.80","","-1.15%"
"06/05/2009","1,501.68","1,498.61","1,506.39","1,496.97","","1.71%"
"06/04/2009","1,476.45","1,474.38","1,476.58","1,474.11","","0.30%"
"06/03/2009","1,471.97","1,481.83","1,481.83","1,471.97","","0.13%"
"06/02/2009","1,470.00","1,477.12","1,477.14","1,470.00","","1.39%"
"06/01/2009","1,449.91","1,443.56","1,449.91","1,443.24","","1.75%"
"05/29/2009","1,424.91","1,424.70","1,426.48","1,424.42","","1.05%"
"05/28/2009","1,410.15","1,402.71","1,410.15","1,402.70","","-0.19%"
"05/27/2009","1,412.78","1,413.20","1,414.59","1,412.78","","4.60%"
"05/26/2009","1,350.67","1,366.36","1,366.70","1,350.67","","-1.32%"
"05/22/2009","1,368.74","1,371.38","1,372.48","1,368.74","","-0.98%"
"05/21/2009","1,382.28","1,392.34","1,393.51","1,382.06","","-1.63%"
"05/20/2009","1,405.24","1,400.60","1,405.24","1,400.57","","1.15%"
"05/19/2009","1,389.21","1,394.76","1,394.91","1,389.10","","1.75%"
"05/18/2009","1,365.33","1,361.04","1,365.77","1,360.94","","0.49%"
"05/15/2009","1,358.69","1,358.75","1,360.95","1,357.85","","1.15%"
"05/14/2009","1,343.29","1,339.11","1,343.29","1,338.16","","-1.56%"
"05/13/2009","1,364.52","1,375.05","1,375.10","1,364.52","","-2.61%"
"05/12/2009","1,401.02","1,398.64","1,401.70","1,398.61","","2.01%"
"05/11/2009","1,373.43","1,389.99","1,389.99","1,373.43","","-1.74%"
"05/08/2009","1,397.70","1,398.22","1,399.34","1,395.22","","-2.25%"
"05/07/2009","1,429.86","1,429.57","1,431.65","1,429.15","","-0.33%"
"05/06/2009","1,434.53","1,423.21","1,435.63","1,423.21","","0.53%"
